Code,Department,Procedure,Trunk Description,Branch Description,Stem Description,Stem Child Description,Code Description (Leaf)
96412,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Injection and Intravenous Infusion Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,,,CHEMOTHAPY ADMIN IV; INFUS TECH 1 8 HR EA ADD HR
96413,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Injection and Intravenous Infusion Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,,,CHEMOTX ADMN IV NFS TQ UP 1 HR 1/1ST SBST/DRUG
96414,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Injection and Intravenous Infusion Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,,,CHEMOTX ADMIN IV; INFUSION TECH-PROLONGED W/PUMP
96415,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Injection and Intravenous Infusion Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,,,CHEMOTHERAPY ADMN IV INFUSION TQ EA HR
96416,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Injection and Intravenous Infusion Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,,,CHEMOTX ADMN TQ INIT PROLNG CHEMOTX NFUS PMP
96417,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Injection and Intravenous Infusion Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,,,CHEMOTX ADMN IV NFS TQ EA SEQL NFS TO 1 HR
96420,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Intra-Arterial Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,,,CHEMOTHERAPY ADMIN INTRA-ARTERIAL PUSH TQ
96422,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Intra-Arterial Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,,,CHEMOTHERAPY ADMIN INTRA-ARTERIAL INFUS <1 HR
96423,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Intra-Arterial Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,,,CHEMOTHERAPY ADMN INTRAARTERIAL INFUSION EA HR
96425,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Intra-Arterial Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,,,CHEMOTX ADMN IA NFS >8 HR PRTBLE IMPLTBL PMP
96440,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,CHEMOTX ADMN PLEURAL CAVITY REQ&W/THORACNTS
96445,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,CHEMOTX ADMN PRTL CAVITY REQ&W/PRITONEOCNTS
96446,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,CHEMOTX ADMN PRTL CAVITY PORT/CATH
96450,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,CHEMOTX ADMN CNS REQ SPINAL PUNCTURE
96520,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,REFILLING AND MAINTENANCE OF PORTABLE PUMP
96521,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,REFILLING & MAINTENANCE PORTABLE PUMP
96522,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,REFILL&MAINTENANCE PUMP DRUG DLVR SYSTEMIC
96523,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,IRRIGAJ IMPLNTD VENOUS ACCESS DRUG DELIVERY SYST
96530,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,REFIL&MAINT IMPL PUMP/RESRVOR DRUG DELIV SYS
96542,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,CHEMOTX NJX SUBARACHND/INTRAVENTR RSVR 1/MULT
96545,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,PROVISION OF CHEMOTHERAPY AGENT
96547,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,INTRAOPERATIVE HIPEC PX FIRST 60 MINUTES
96548,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,INTRAOPERATIVE HIPEC PX EACH ADDL 30 MINUTES
96549,Anesthesia,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration ",Chemotherapy Administration and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,Other Injection and Infusion Services,,,UNLISTED CHEMOTHERAPY PROCEDURE
96567,Anesthesia,Photodynamic Therapy Procedures,,,,,PDT XTRNL APPL LIGHT DSTR LES SKN BY ACTIVJ RX
96570,Anesthesia,Photodynamic Therapy Procedures,,,,,PDT NDSC ABL ABNOR TISS VIA ACTIVJ RX 30 MIN
96571,Anesthesia,Photodynamic Therapy Procedures,,,,,PDT NDSC ABL ABNOR TISS VIA ACTIVJ RX A 15 MIN
96573,Anesthesia,Photodynamic Therapy Procedures,,,,,PDT DSTR PRMLG LES SKN ILLUM/ACTIVJ BY PHYS/QHP
96574,Anesthesia,Photodynamic Therapy Procedures,,,,,DEBRIDEMENT PRMLG HYPERKERATOTIC LES W/PDT
96900,Anesthesia,Special Dermatological Procedures,,,,,ACTINOTHERAPY ULTRAVIOLET LIGHT
96902,Anesthesia,Special Dermatological Procedures,,,,,MCRSCP XM HAIR PLUCK/CLIP FOR CNTS/STRUCT ABNORM
96904,Anesthesia,Special Dermatological Procedures,,,,,WHOLE BODY INTEGUMENTARY PHOTOGRAPHY
96910,Anesthesia,Special Dermatological Procedures,,,,,PHOTOCHEMOTX TAR&UVB/PETROLATUM/UVB
96912,Anesthesia,Special Dermatological Procedures,,,,,PHOTOCHEMOTX PSORALENS&ULTRAVIOLET PUVA
96913,Anesthesia,Special Dermatological Procedures,,,,,PHOTOCHEMOTHERAPY DERMATOSES 4-8 HRS SUPERVISION
96920,Anesthesia,Special Dermatological Procedures,,,,,LASER SKIN DISEASE PSORIASIS TOT AREA <250 SQ C
96921,Anesthesia,Special Dermatological Procedures,,,,,LASER SKIN DISEASE PSORIASIS 250-500 SQ CM
96922,Anesthesia,Special Dermatological Procedures,,,,,LASER SKIN DISEASE PSORIASIS >500 SQ CM
96931,Anesthesia,Special Dermatological Procedures,,,,,RCM CELULR & SUBCELULR SKN IMGNG IMG ACQ I&R 1ST
96932,Anesthesia,Special Dermatological Procedures,,,,,RCM CELULR & SUBCELULR SKN IMGNG IMG ACQUISITION
96933,Anesthesia,Special Dermatological Procedures,,,,,RCM CELULR & SUBCELULR SKN IMGNG I&R 1ST LES
96934,Anesthesia,Special Dermatological Procedures,,,,,RCM CELULR & SUBCELULR SKN IMGNG IMG ACQ I&R ADD
96935,Anesthesia,Special Dermatological Procedures,,,,,RCM CELULR & SUBCELULR SKN IMGNG IMG ACQ EA ADDL
96936,Anesthesia,Special Dermatological Procedures,,,,,RCM CELULR & SUBCELULR SKN IMGNG I&R EA ADDL
96999,Anesthesia,Special Dermatological Procedures,,,,,UNLISTED SPECIAL DERMATOLOGICAL SERVICE/PX
97001,Anesthesia,,,,,,PHYSICAL THERAPY EVALUATION
97002,Anesthesia,,,,,,PHYSICAL THERAPY RE-EVALUATION
97003,Anesthesia,,,,,,OCCUPATIONAL THERAPY EVALUATION
97004,Anesthesia,,,,,,OCCUPATIONAL THERAPY RE-EVALUATION
97005,Anesthesia,,,,,,ATHLETIC TRAINING EVALUATION
97006,Anesthesia,,,,,,ATHLETIC TRAINING RE-EVALUATION
97010,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Supervised Physical Medicine and Rehabilitation Modalities,,,APPLICATION MODALITY 1/> AREAS HOT/COLD PACKS
97012,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Supervised Physical Medicine and Rehabilitation Modalities,,,APPL MODALITY 1/> AREAS TRACTION MECHANICAL
97014,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Supervised Physical Medicine and Rehabilitation Modalities,,,APPL MODALITY 1/> AREAS ELEC STIMJ UNATTENDED
97016,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Supervised Physical Medicine and Rehabilitation Modalities,,,APPL MODALITY 1/> AREAS VASOPNEUMATIC DEVICES
97018,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Supervised Physical Medicine and Rehabilitation Modalities,,,APPL MODALITY 1/> AREAS PARAFFIN BATH
97020,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Supervised Physical Medicine and Rehabilitation Modalities,,,APPLICATION MODALITY TO 1/MORE AREAS; MICROWAVE
97022,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Supervised Physical Medicine and Rehabilitation Modalities,,,APPLICATION MODALITY 1/> AREAS WHIRLPOOL
97024,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Supervised Physical Medicine and Rehabilitation Modalities,,,APPLICATION MODALITY 1/> AREAS DIATHERMY
97026,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Supervised Physical Medicine and Rehabilitation Modalities,,,APPLICATION MODALITY 1/> AREAS INFRARED
97028,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Supervised Physical Medicine and Rehabilitation Modalities,,,APPL MODALITY 1/> AREAS ULTRAVIOLET
97032,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Constant Attendance Physical Medicine and Rehabilitation Modalities,,,APPL MODALITY 1/> AREAS ELEC STIMJ EA 15 MIN
97033,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Constant Attendance Physical Medicine and Rehabilitation Modalities,,,APPL MODALITY 1/> AREAS IONTOPHORESIS EA 15 MIN
97034,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Constant Attendance Physical Medicine and Rehabilitation Modalities,,,APPL MODALITY 1/> AREAS CONTRAST BATHS EA 15 MI
97035,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Constant Attendance Physical Medicine and Rehabilitation Modalities,,,APPL MODALITY 1/> AREAS ULTRASOUND EA 15 MIN
97036,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Constant Attendance Physical Medicine and Rehabilitation Modalities,,,APPL MODALITY 1/> AREAS HUBBARD TANK EA 15 MIN
97037,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Constant Attendance Physical Medicine and Rehabilitation Modalities,,,APPL MODALITY 1+ AREAS LLLT PO PAIN REDUCTION
97039,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Modalities,Constant Attendance Physical Medicine and Rehabilitation Modalities,,,UNLISTED MODALITY SPEC TYPE&TIME CONSTANT ATTN
97110,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,THERAPEUTIC PX 1/> AREAS EACH 15 MIN EXERCISES
97112,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,THER PX 1/> AREAS EACH 15 MIN NEUROMUSC REEDUCA
97113,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,THER PX 1/> AREAS EACH 15 MIN AQUA THER W/XERSS
97116,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,THER PX 1/> AREAS EA 15 MIN GAIT TRAINJ W/STAIR
97124,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,THER PX 1/> AREAS EACH 15 MINUTES MASSAGE
97129,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,THER IVNTJ COG FUNCJ CNTCT 1ST 15 MINUTES
97130,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,THER IVNTJ COG FUNCJ CNTCT EA ADDL 15 MINUTES
97139,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,UNLISTED THERAPEUTIC PROCEDURE SPECIFY
97140,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,MANUAL THERAPY TQS 1/> REGIONS EACH 15 MINUTES
97150,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,THERAPEUTIC PROCEDURES GROUP 2/> INDIVIDUALS
97151,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Adaptive Behavior Services,Adaptive Behavior Assessment Procedures,,BEHAVIOR ID ASSESSMENT BY PHYS/QHP EA 15 MIN
97152,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Adaptive Behavior Services,Adaptive Behavior Assessment Procedures,,BEHAVIOR ID SUPPORT ASSMT BY 1 TECH EA 15 MIN
97153,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Adaptive Behavior Services,Adaptive Behavior Treatment Procedures,,ADAPTIVE BEHAVIOR TX BY PROTOCOL TECH EA 15 MIN
97154,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Adaptive Behavior Services,Adaptive Behavior Treatment Procedures,,GROUP ADAPTIVE BHV TX BY PROTOCOL TECH EA 15 MIN
97155,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Adaptive Behavior Services,Adaptive Behavior Treatment Procedures,,ADAPT BHV TX PRTCL MODIFICAJ PHYS/QHP EA 15 MIN
97156,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Adaptive Behavior Services,Adaptive Behavior Treatment Procedures,,FAMILY ADAPT BHV TX GDN PHYS/QHP EA 15 MIN
97157,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Adaptive Behavior Services,Adaptive Behavior Treatment Procedures,,MULTIPLE FAM GROUP BHV TX GDN PHYS/QHP EA 15 MIN
97158,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Adaptive Behavior Services,Adaptive Behavior Treatment Procedures,,GRP ADAPT BHV PRTCL MODIFCAJ PHYS/QHP EA 15 MIN
97161,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Physical Therapy Evaluations,,,PHYSICAL THERAPY EVALUATION LOW COMPLEX 20 MINS
97162,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Physical Therapy Evaluations,,,PHYSICAL THERAPY EVALUATION MOD COMPLEX 30 MINS
97163,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Physical Therapy Evaluations,,,PHYSICAL THERAPY EVALUATION HIGH COMPLEX 45 MINS
97164,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Physical Therapy Evaluations,,,PHYSICAL THERAPY RE-EVAL EST PLAN CARE 20 MINS
97165,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Occupational Therapy Evaluations,,,OCCUPATIONAL THERAPY EVAL LOW COMPLEX 30 MINS
97166,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Occupational Therapy Evaluations,,,OCCUPATIONAL THERAPY EVAL MOD COMPLEX 45 MINS
97167,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Occupational Therapy Evaluations,,,OCCUPATIONAL THERAPY EVAL HIGH COMPLEX 60 MINS
97168,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Occupational Therapy Evaluations,,,OCCUPATIONAL THER RE-EVAL EST PLAN CARE 30 MINS
97169,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Athletic Training Evaluations,,,ATHLETIC TRAINING EVAL LOW COMPLEX 15 MINS
97170,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Athletic Training Evaluations,,,ATHLETIC TRAINING EVAL MOD COMPLEX 30 MINS
97171,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Athletic Training Evaluations,,,ATHLETIC TRAINING EVAL HIGH COMPLEX 45 MINS
97172,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,Athletic Training Evaluations,,,ATHLETIC TRAINING RE-EVAL EST PLAN CARE 20 MINS
97504,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,ORTHOT FIT&TRN UP EXT LW EXTRM &/ TRNK EA 15 MIN
97520,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,PROSTHETIC TRN UPPER &OR LOW EXTREM EA 15 MIN
97530,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,THERAPEUT ACTVITY DIRECT PT CONTACT EACH 15 MIN
97532,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,DEVELOPMENT OF COGNITIVE SKILLS EACH 15 MINUTES
97533,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,SENSORY INTEGRATIVE TECHNIQUES EACH 15 MINUTES
97535,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,SELF-CARE/HOME MGMT TRAINING EACH 15 MINUTES
97537,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,COMMUNITY/WORK REINTEGRATION TRAINJ EA 15 MIN
97542,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,WHEELCHAIR MGMT EA 15 MIN
97545,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,WORK HARDENING/CONDITIONING 1ST 2 HR
97546,Anesthesia,Physical Medicine and Rehabilitation Evaluations,Physical Medicine and Rehabilitation Therapeutic Procedures,,,,WORK HARDENING/CONDITIONING EACH HOUR
97550,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Caregiver Training Without the Patient Present,,,CAREGIVER TRAINING STRATEGIES&TQ 1ST 30 MINUTES
97551,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Caregiver Training Without the Patient Present,,,CAREGIVER TRAINING STRATEGIES&TQ EA ADDL 15 MIN
97552,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Caregiver Training Without the Patient Present,,,GROUP CAREGIVER TRAINING STRATEGIES & TECHNIQUE
97597,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Active Wound Care Management,,,DEBRIDEMENT OPEN WOUND FIRST 20 SQ CM/<
97598,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Active Wound Care Management,,,DEBRIDEMENT OPN WND EA ADDL 20 SQ CM/PRT THEREOF
97601,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Active Wound Care Management,,,REMV DEVITL TISS WND; SELCTV DEBRID NO ANES-SESS
97602,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Active Wound Care Management,,,RMVL DEVITAL TISS N-SLCTV DBRDMT W/O ANES 1 SESS
97605,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Active Wound Care Management,,,NEGATIVE PRESSURE WOUND THERAPY DME <= 50 SQ CM
97606,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Active Wound Care Management,,,NEGATIVE PRESSURE WOUND THERAPY DME >50 SQ CM
97607,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Active Wound Care Management,,,NEG PRESSURE WOUND THERAPY NON DME <= 50 SQ CM
97608,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Active Wound Care Management,,,NEG PRESSURE WOUND THERAPY NON DME >50 SQ CM
97610,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Active Wound Care Management,,,LOW FREQUENCY NON-THERMAL ULTRASOUND PER DAY
97703,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,,,,CHECKOUT ORTHOT/PROSTHETIC USE EST PT EA 15 MIN
97750,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Physical Medicine and Rehabilitation Tests and Measurements,,,PHYSICAL PERFORMANCE TEST/MEAS W/REPRT EA 15 MIN
97755,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Physical Medicine and Rehabilitation Tests and Measurements,,,ASSTV TECHNOL ASSMT DIR CNTCT W/REPRT EA 15 MIN
97760,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Orthotic Management and Training and Prosthetic Training,,,ORTHOTICS MGMT & TRAING INITIAL ENCTR EA 15 MINS
97761,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Orthotic Management and Training and Prosthetic Training,,,PROSTHETICS TRAINING INITIAL ENCTR EA 15 MINS
97762,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Orthotic Management and Training and Prosthetic Training,,,CHECKOUT ORTHOTIC/PROSTHETIC ESTAB PT EA 15 MIN
97763,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Orthotic Management and Training and Prosthetic Training,,,ORTHOTICS/PROSTH MGMT &/TRAING SBSQ ENCTR 15 MIN
97780,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,,,,ACUPUNCTURE ONE OR MORE NEEDLES; WITHOUT E-STIM
97781,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,,,,ACUPUNCTURE ONE OR MORE NEEDLES; WITH E-STIM
97799,Anesthesia,Physical Medicine and Rehabilitation Evaluations,,Other Physical Medicine and Rehabilitation Service or Procedures,,,UNLISTED PHYSICAL MEDICINE/REHAB SERVICE/PX
97802,Anesthesia,Medical Nutrition Therapy Procedures,,,,,MEDICAL NUTRITION ASSMT&IVNTJ INDIV EACH 15 MI
